"","carat","cut","color","clarity","depth","table","price","x","y","z"
"33050",0.3,"Very Good","E","VS1",63,57,568,4.25,4.29,2.69
"33051",0.3,"Very Good","G","SI1",59.5,63,447,4.29,4.32,2.56
"33052",1.28,"Very Good","G","VS1",59.2,57,8895,7.05,7.13,4.2
"33053",0.5,"Ideal","G","VVS1",62.2,56,1897,5.08,5.11,3.17
"33054",0.38,"Very Good","J","VVS2",63.4,56,855,4.62,4.56,2.91
"33055",0.5,"Fair","E","VS1",56.1,64,1950,5.31,5.28,2.97
"33056",0.9,"Ideal","G","VVS2",61.9,56,5335,6.15,6.22,3.83
"33057",1.54,"Premium","G","VS2",60.9,59,12800,7.49,7.45,4.55
"33058",0.77,"Ideal","E","SI2",62.4,56,2677,5.83,5.86,3.65
"33059",1.23,"Very Good","G","VVS1",61.2,55.8,11081,6.9,6.94,4.23
"33060",0.79,"Very Good","F","SI1",62.8,55,2633,5.88,5.94,3.71
"33061",0.32,"Premium","E","SI1",61.9,59,720,4.39,4.36,2.71
"33062",0.7,"Premium","H","VS1",61.8,62,2375,5.69,5.63,3.5
"33063",0.74,"Ideal","H","VVS1",62.5,55,3287,5.76,5.79,3.61
"33064",0.54,"Ideal","G","VS1",61.6,56,1957,5.24,5.28,3.24
"33065",1.29,"Very Good","I","SI1",62.2,58,5463,6.94,6.99,4.33
"33066",1.11,"Ideal","H","SI2",61.2,56,5496,6.7,6.69,4.1
"33067",0.33,"Ideal","E","VS2",62.4,54,682,4.44,4.47,2.78
"33068",0.82,"Very Good","I","VS1",63.6,58.9,2583,5.88,5.93,3.76
"33069",0.26,"Premium","E","VVS1",61.8,58,769,4.14,4.11,2.55
"33070",1.16,"Ideal","G","VVS2",62.2,56,9419,6.74,6.7,4.18
"33071",1,"Fair","G","VVS2",66.9,55,4534,6.2,6.17,4.14
"33072",1,"Ideal","F","SI1",62,55,5239,6.39,6.44,3.98
"33073",0.31,"Premium","I","VS1",62.6,59,489,4.29,4.33,2.7
"33074",0.5,"Ideal","G","VVS2",62,56,1838,5.09,5.13,3.17
"33075",1.51,"Premium","H","SI2",62.8,60,8074,7.26,7.22,4.55
"33076",0.31,"Premium","I","SI1",60.1,59,537,4.41,4.38,2.64
"33077",0.56,"Premium","G","SI1",60.2,59,1340,5.34,5.36,3.22
"33078",0.43,"Premium","H","SI1",59,58,919,4.96,4.93,2.92
"33079",1.06,"Very Good","G","SI2",61.1,62,4162,6.55,6.61,4.02
"33080",1.5,"Premium","G","VS2",60.3,60,12787,7.34,7.26,4.4
"33081",0.31,"Very Good","H","SI1",62.3,55,446,4.34,4.36,2.71
"33082",1.76,"Premium","H","VS2",62.2,60,13626,7.72,7.68,4.79
"33083",1.11,"Fair","J","SI2",64.8,55.1,4056,6.44,6.55,4.21
"33084",0.51,"Premium","G","SI1",62,56,1250,5.14,5.12,3.18
"33085",0.73,"Very Good","E","SI2",59.3,57,2395,5.88,5.95,3.51
"33086",0.26,"Premium","E","VS1",61.9,58,452,4.1,4.11,2.54
"33087",0.37,"Premium","F","VS2",59.8,59,957,4.66,4.63,2.78
"33088",0.27,"Very Good","E","SI1",60.6,57,646,4.19,4.25,2.55
"33089",0.41,"Very Good","J","VVS2",63.1,60,754,4.67,4.71,2.96
"33090",0.91,"Good","G","SI1",57.7,58,5394,6.33,6.4,3.67
"33091",2.51,"Ideal","I","SI2",58.4,62,18037,8.87,8.79,5.15
"33092",0.71,"Ideal","H","IF",61.1,56,3290,5.74,5.78,3.52
"33093",1.54,"Very Good","J","SI1",61.2,59,7453,7.41,7.45,4.55
"33094",0.76,"Ideal","I","SI1",61.6,54,2399,5.86,5.92,3.63
"33095",1.25,"Premium","G","VVS1",58.2,61,8281,7.1,7.05,4.12
"33096",0.5,"Premium","G","VS1",60,59,1559,5.12,5.18,3.09
"33097",0.74,"Very Good","F","SI2",59.6,60,2298,5.85,6,3.53
"33098",1.04,"Ideal","F","SI1",61.3,56,5882,6.55,6.5,4
"33099",1,"Fair","J","SI1",64.7,52,3780,6.35,6.3,4.09
"33100",0.76,"Ideal","E","VS2",61.6,56,3864,5.85,5.9,3.62
"33101",0.38,"Ideal","I","VVS2",62,55,836,4.65,4.67,2.89
"33102",1.08,"Ideal","I","SI1",62.6,53.9,5049,6.51,6.56,4.09
"33103",1.12,"Ideal","I","SI1",62,56,4829,6.69,6.64,4.13
"33104",0.3,"Very Good","D","SI1",63.1,56,662,4.28,4.24,2.69
"33105",0.33,"Ideal","G","VS1",61.1,55,699,4.5,4.52,2.75
"33106",0.36,"Very Good","D","SI1",60.4,58,663,4.6,4.64,2.79
"33107",2,"Fair","H","I1",66.8,57,8064,7.81,7.72,5.19
"33108",0.71,"Ideal","F","SI2",62.1,55.7,2614,5.7,5.75,3.56
"33109",0.36,"Premium","F","SI1",61.5,58,600,4.54,4.6,2.81
"33110",1.7,"Fair","D","I1",64.7,56,5617,7.46,7.37,4.8
"33111",0.43,"Premium","F","VVS1",60.3,58,1358,4.88,4.91,2.95
"33112",0.4,"Very Good","I","SI1",63.2,55,765,4.72,4.68,2.97
"33113",0.37,"Ideal","D","VVS2",61.6,54,997,4.61,4.64,2.85
"33114",1.03,"Very Good","G","SI1",61,58,4746,6.5,6.54,3.98
"33115",1.03,"Ideal","D","VS2",62,54.8,7697,6.47,6.51,4.02
"33116",0.32,"Ideal","D","VVS1",62.6,57,917,4.34,4.41,2.74
"33117",0.7,"Premium","I","VS2",63,60,1966,5.62,5.59,3.53
"33118",1.52,"Ideal","J","VS1",62.8,54.3,8687,7.32,7.35,4.61
"33119",0.9,"Ideal","E","SI1",61.7,56,4147,6.16,6.23,3.82
"33120",0.72,"Very Good","E","SI1",63.1,58,2723,5.69,5.72,3.6
"33121",0.32,"Ideal","F","VS2",62.2,55,828,4.37,4.35,2.71
"33122",0.7,"Ideal","G","SI1",61.2,57,2074,5.71,5.79,3.52
"33123",0.23,"Very Good","E","VVS2",62.3,55,505,3.9,3.93,2.44
"33124",0.31,"Ideal","F","VS2",62.6,57,625,4.29,4.33,2.7
"33125",0.41,"Ideal","G","VS1",60.8,57,961,4.84,4.8,2.93
"33126",1.8,"Ideal","I","VS1",62.4,54,14959,7.77,7.8,4.86
"33127",2.08,"Premium","H","SI1",62.6,59,17617,8.1,8.13,5.08
"33128",0.3,"Good","G","VS1",63.1,56,605,4.24,4.26,2.68
"33129",0.58,"Ideal","G","VS2",61.9,56,1758,5.38,5.34,3.32
"33130",0.3,"Ideal","H","SI1",61.9,57,450,4.3,4.32,2.67
"33131",1.02,"Fair","H","SI1",56.9,58,4935,6.64,6.75,3.81
"33132",1.01,"Fair","E","SI2",67.6,57,2862,6.21,6.11,4.18
"33133",0.76,"Ideal","I","VS2",61.8,58,2551,5.84,5.87,3.62
"33134",0.3,"Ideal","I","VS1",62.5,54,473,4.29,4.32,2.69
"33135",1.11,"Good","J","IF",58.3,62,5361,6.77,6.84,3.97
"33136",0.7,"Ideal","H","VS1",61.8,56,2691,5.69,5.72,3.53
"33137",0.79,"Ideal","I","SI1",61.2,55,2507,5.95,5.98,3.65
"33138",0.31,"Very Good","F","VS2",61.4,55,625,4.32,4.34,2.66
"33139",0.9,"Very Good","I","VS2",59.3,59,3992,6.27,6.3,3.73
"33140",0.9,"Very Good","D","VS1",62.2,58,6208,6.14,6.18,3.83
"33141",1.22,"Ideal","G","VS2",62,55,7783,6.83,6.87,4.25
"33142",1,"Premium","H","VS2",61.3,61,5096,6.44,6.38,3.93
"33143",1.47,"Premium","F","SI2",61.6,60,8314,7.38,7.33,4.53
"33144",0.38,"Ideal","J","SI1",62,54,525,4.67,4.71,2.91
"33145",2.02,"Ideal","H","SI2",62.1,56,12485,8.13,8.09,5.04
"33146",1.01,"Premium","E","VS2",63,60,6335,6.35,6.32,3.99
"33147",1.13,"Ideal","G","VVS1",61.2,57,9049,6.65,6.72,4.09
"33148",0.5,"Very Good","G","VVS1",63.3,56,2070,5.1,5.07,3.22
"33149",0.71,"Premium","G","IF",61.9,58,3545,5.74,5.77,3.56
"33150",0.56,"Ideal","F","VS2",62.1,57,1723,5.28,5.29,3.28
"33151",1.02,"Premium","G","SI2",62.3,58.1,3822,6.41,6.38,4
"33152",0.46,"Ideal","J","VVS1",61.8,56,953,4.93,4.97,3.06
"33153",1.01,"Fair","D","SI1",63.5,58,4751,6.35,6.25,4
"33154",0.33,"Premium","I","IF",62.1,58,694,4.39,4.43,2.74
"33155",1.02,"Very Good","J","SI1",62.5,58,3857,6.37,6.43,4
"33156",0.43,"Ideal","G","VVS1",60.5,57,1207,4.86,4.92,2.96
"33157",1.32,"Premium","I","SI2",60.8,58,4704,7.03,7.11,4.3
"33158",0.5,"Ideal","F","IF",62,55,2645,5.09,5.13,3.17
"33159",0.24,"Ideal","F","IF",62.9,55,678,3.96,3.98,2.5
"33160",1,"Premium","G","VS1",62.4,62,6290,6.37,6.33,3.96
"33161",0.51,"Premium","F","VS1",60.7,59,1627,5.11,5.13,3.11
"33162",0.51,"Ideal","E","SI1",61.7,57,1402,5.15,5.12,3.17
"33163",2.12,"Ideal","H","SI2",61.4,57,12284,8.28,8.24,5.07
"33164",0.3,"Premium","E","IF",61.9,58,1026,4.26,4.3,2.65
"33165",0.83,"Fair","H","SI2",65.1,59,2133,5.84,5.81,3.79
"33166",0.5,"Premium","E","VS1",60.1,58,1672,5.21,5.17,3.12
"33167",1.23,"Ideal","G","VS1",62,56,9030,6.92,6.86,4.27
"33168",0.24,"Very Good","H","VVS2",61.9,57,449,3.97,4.01,2.47
"33169",1.19,"Fair","H","SI1",64.4,58,5622,6.69,6.64,4.29
"33170",0.52,"Ideal","D","VS1",61.3,56,2550,5.21,5.22,3.2
"33171",0.53,"Premium","D","VS1",60,61,2147,5.3,5.26,3.17
"33172",1.66,"Very Good","I","SI1",63,57,8901,7.45,7.5,4.71
"33173",0.57,"Ideal","E","VS1",61.4,57,1965,5.32,5.37,3.28
"33174",0.27,"Premium","E","VVS1",60.6,58,622,4.18,4.2,2.54
"33175",1.5,"Premium","I","SI2",62.2,62,7266,7.27,7.2,4.5
"33176",0.78,"Very Good","F","SI2",62.4,59,2586,5.86,5.91,3.67
"33177",0.3,"Ideal","F","VVS2",61.8,57,694,4.28,4.33,2.66
"33178",0.31,"Ideal","D","SI1",62.4,56,732,4.35,4.33,2.71
"33179",0.4,"Ideal","E","VVS2",62.1,56,1158,4.7,4.73,2.93
"33180",2,"Ideal","I","VS1",62.3,56,12907,8.08,8.03,5.02
"33181",1.01,"Very Good","E","SI1",62.8,59,5416,6.41,6.45,4.04
"33182",0.52,"Ideal","D","VS2",61.9,55,1802,5.19,5.21,3.22
"33183",1.27,"Premium","E","VS2",61.2,59,9086,7.02,6.97,4.28
"33184",2.41,"Premium","H","SI2",58.7,61,15248,8.85,8.76,5.17
"33185",1.2,"Ideal","G","SI1",61.2,56,7920,6.87,6.88,4.21
"33186",1.09,"Premium","G","VS2",61,59,7032,6.65,6.6,4.04
"33187",0.91,"Good","F","VVS2",62.6,61,5225,6.12,6.19,3.85
"33188",0.34,"Ideal","E","VS2",62.6,55,956,4.45,4.43,2.78
"33189",0.32,"Premium","G","VVS2",61.7,59,730,4.37,4.41,2.71
"33190",0.33,"Premium","I","SI1",60.4,59,434,4.5,4.54,2.73
"33191",0.4,"Very Good","E","SI1",62.9,58,707,4.71,4.74,2.97
"33192",0.5,"Ideal","F","IF",60.6,58,2529,5.13,5.16,3.12
"33193",0.23,"Very Good","F","VVS2",61.3,60,465,3.98,4.01,2.45
"33194",1.03,"Very Good","G","SI1",63.1,57,4764,6.45,6.41,4.06
"33195",0.52,"Ideal","G","VS2",61.7,56,1428,5.15,5.19,3.19
"33196",0.28,"Very Good","E","VS1",62.8,60,434,4.16,4.21,2.63
"33197",1.67,"Premium","H","SI2",62.6,60,8118,7.57,7.52,4.72
"33198",1.59,"Premium","H","SI2",62.6,59,9385,7.42,7.4,4.64
"33199",0.3,"Ideal","F","IF",60.9,56,886,4.33,4.37,2.65
"33200",0.42,"Premium","I","SI1",61.2,60,803,4.82,4.78,2.94
"33201",1,"Very Good","G","SI1",63.1,56,4295,6.41,6.31,4.01
"33202",0.47,"Good","E","VS1",58.3,61.2,1447,5.11,5.15,2.98
"33203",1.12,"Ideal","I","VVS2",61.6,54,6317,6.72,6.74,4.14
"33204",1.74,"Very Good","H","I1",63.2,55,4677,7.62,7.59,4.8
"33205",0.75,"Premium","I","SI2",61.1,57,2070,5.88,5.84,3.58
"33206",0.7,"Ideal","H","SI1",61.2,56,2184,5.69,5.74,3.5
"33207",1.21,"Premium","H","SI1",62.5,60,5871,6.77,6.7,4.21
"33208",0.57,"Ideal","D","VS2",61.4,56,2103,5.37,5.34,3.29
"33209",1.08,"Premium","G","VS2",60.1,59,6532,6.7,6.64,4.01
"33210",1.01,"Very Good","F","IF",61.9,59,10476,6.38,6.45,3.97
"33211",1.2,"Premium","F","VS1",61.6,61,9370,6.86,6.81,4.21
"33212",0.52,"Premium","F","VS2",62.2,58,1600,5.12,5.17,3.2
"33213",0.71,"Ideal","D","VS2",61.4,56,3234,5.74,5.79,3.54
"33214",0.7,"Very Good","E","SI1",63.5,56,2476,5.65,5.68,3.6
"33215",1.23,"Very Good","G","SI2",60.8,59,5037,6.88,6.97,4.21
"33216",1.53,"Very Good","H","IF",63.1,57,13369,7.34,7.25,4.6
"33217",1.02,"Good","G","VS2",63.6,57,5816,6.38,6.41,4.07
"33218",0.74,"Very Good","F","SI1",62.9,57,2684,5.76,5.79,3.63
"33219",0.7,"Premium","I","VVS1",59.1,60,2513,5.77,5.8,3.42
"33220",0.36,"Premium","G","VS1",62.3,59,726,4.5,4.55,2.82
"33221",0.35,"Ideal","I","SI2",61.6,55,580,4.62,4.53,2.82
"33222",0.31,"Very Good","G","VS1",63.2,56,802,4.32,4.29,2.72
"33223",0.32,"Premium","G","VS2",60.2,57,720,4.45,4.42,2.67
"33224",2.01,"Good","F","SI2",62.2,57,16410,7.91,7.97,4.94
"33225",0.9,"Premium","G","SI1",62.2,60,3984,6.14,6.07,3.8
"33226",0.7,"Ideal","H","SI1",60.6,57,2536,5.77,5.74,3.48
"33227",0.71,"Ideal","G","VS2",60.6,56,2911,5.76,5.8,3.5
"33228",1.01,"Very Good","I","SI2",62.1,56,3770,6.41,6.45,3.99
"33229",0.71,"Ideal","D","VS1",60.9,57,3518,5.74,5.76,3.5
"33230",0.41,"Fair","G","VVS2",64.7,56,833,4.68,4.72,3.04
"33231",0.31,"Ideal","F","VS2",62.3,57,625,4.3,4.34,2.69
"33232",0.43,"Premium","G","VVS1",62,59,1207,4.8,4.82,2.98
"33233",0.41,"Ideal","G","VS2",61.4,59,1042,4.78,4.76,2.93
"33234",1.58,"Ideal","I","VVS1",61.9,55,11435,7.47,7.51,4.64
"33235",2.22,"Good","I","SI2",62.7,61.2,14285,8.23,8.31,5.19
"33236",0.42,"Ideal","E","VS2",62.4,55,958,4.79,4.83,3
"33237",1.5,"Fair","I","I1",65.1,59,5040,7.12,6.96,4.58
"33238",1.15,"Very Good","G","VS2",62.9,58,6831,6.62,6.7,4.19
"33239",0.34,"Ideal","H","VVS2",61.1,56,852,4.52,4.55,2.77
"33240",1,"Very Good","G","VS2",63.3,60,5600,6.37,6.29,4.01
"33241",0.9,"Ideal","H","SI1",61.6,56,4740,6.17,6.23,3.82
"33242",0.3,"Premium","E","VVS2",61.9,59,1013,4.32,4.27,2.66
"33243",1.18,"Premium","F","SI1",62.3,59,6542,6.75,6.67,4.18
"33244",0.31,"Good","H","VVS2",63.6,56,802,4.33,4.28,2.74
"33245",0.4,"Very Good","E","SI2",58.7,59,622,4.78,4.82,2.82
"33246",1.21,"Ideal","J","VS1",61.8,56.2,5604,6.78,6.86,4.2
"33247",0.35,"Fair","D","VVS2",53.2,62,1011,4.87,4.8,2.57
"33248",1.2,"Premium","I","SI1",61.7,56,4872,6.82,6.76,4.19
"33249",0.39,"Ideal","H","VS2",62.3,55,707,4.67,4.7,2.92
"33250",1.01,"Premium","F","VS2",62.1,60,5988,6.36,6.43,3.97
"33251",1.54,"Ideal","G","VS1",62,57,14650,7.4,7.45,4.6
"33252",0.6,"Very Good","D","SI1",62.2,56,1896,5.4,5.44,3.37
"33253",1.25,"Premium","J","VS2",59.8,58,3751,7.02,6.96,4.18
"33254",0.7,"Premium","F","VS2",58.7,61,2842,5.8,5.72,3.38
"33255",0.73,"Ideal","E","VS2",62.2,56,3328,5.76,5.78,3.59
"33256",1.11,"Premium","I","SI2",61.2,61,4028,6.69,6.65,4.08
"33257",1.07,"Very Good","G","VS2",60.9,58,6355,6.56,6.6,4.01
"33258",1.61,"Ideal","H","VS2",61.4,57,11045,7.52,7.57,4.63
"33259",0.5,"Very Good","G","SI1",62.8,55,1170,5.03,5.07,3.17
"33260",1.51,"Fair","D","SI2",64.7,57,9555,7.17,7.24,4.66
"33261",0.38,"Ideal","E","SI1",61.4,57,838,4.67,4.64,2.86
"33262",0.5,"Premium","E","VS2",61.8,59,1629,5.12,5.08,3.15
"33263",1.53,"Ideal","F","SI1",62.2,55,12616,7.35,7.37,4.57
"33264",1.52,"Very Good","F","VS2",62.3,56,14412,7.29,7.34,4.56
"33265",0.52,"Ideal","D","VS2",61.5,56,1919,5.19,5.15,3.18
"33266",2.03,"Very Good","I","VS2",59.9,57,17297,8.14,8.25,4.91
"33267",0.47,"Very Good","I","VS2",63.2,56,935,4.92,4.98,3.13
"33268",1.56,"Premium","F","SI1",60.5,59,9120,7.54,7.49,4.55
"33269",0.78,"Ideal","F","VS2",61.3,57,3259,5.91,5.93,3.63
"33270",0.31,"Premium","I","VS1",59.2,60,489,4.4,4.45,2.62
"33271",1.01,"Very Good","F","IF",59.6,62,9965,6.47,6.56,3.88
"33272",0.33,"Premium","G","VS1",61.3,58,666,4.42,4.45,2.72
"33273",0.7,"Ideal","G","IF",60.2,57,3672,5.78,5.84,3.5
"33274",0.76,"Premium","I","VS2",62.8,61,2175,5.78,5.74,3.62
"33275",1.01,"Very Good","H","VS2",60.7,58,5638,6.47,6.51,3.94
"33276",0.71,"Ideal","E","VS2",61.8,57,2654,5.73,5.7,3.53
"33277",0.5,"Very Good","D","VS2",62.8,58,1752,5.05,5.08,3.18
"33278",1.2,"Fair","H","SI2",64.8,58,4368,6.61,6.56,4.27
"33279",0.39,"Premium","G","VS1",62.7,58,1024,4.69,4.63,2.92
"33280",1.09,"Premium","G","SI1",61.8,59,4322,6.59,6.53,4.06
"33281",0.42,"Ideal","E","VS2",62.1,56,958,4.77,4.8,2.97
"33282",1.01,"Premium","G","SI1",63,58,4525,6.35,6.29,3.98
"33283",0.41,"Premium","F","VVS2",60.1,59,1192,4.82,4.79,2.89
"33284",0.5,"Premium","I","VVS1",62.8,61,1556,5.05,4.98,3.15
"33285",0.38,"Premium","H","VS2",60.6,58,898,4.7,4.68,2.84
"33286",0.32,"Premium","H","SI1",63,59,591,4.37,4.33,2.74
"33287",2.02,"Very Good","J","SI1",63,56,12267,7.95,8.01,5.03
"33288",0.4,"Ideal","E","VVS1",62.6,56,1397,4.73,4.7,2.95
"33289",1.51,"Premium","G","VS2",60.4,58,11480,7.38,7.43,4.47
"33290",0.5,"Ideal","F","VVS2",62,55,2160,5.12,5.1,3.17
"33291",1.2,"Very Good","H","VS1",63.1,57,5853,6.69,6.65,4.2
"33292",1.12,"Ideal","G","VS1",61,56,7495,6.72,6.76,4.11
"33293",1.01,"Very Good","G","VVS2",63.1,56,7565,6.4,6.34,4.02
"33294",0.52,"Ideal","H","VS1",61,56,1699,5.15,5.23,3.17
"33295",0.42,"Ideal","F","VVS2",60.6,57,1221,4.85,4.82,2.93
"33296",1.19,"Premium","H","SI1",61.3,58,6078,6.82,6.78,4.17
"33297",0.3,"Ideal","F","VS1",62.2,56,621,4.31,4.34,2.69
"33298",1.24,"Premium","J","SI2",62.2,58,4666,6.94,6.82,4.28
"33299",1.6,"Good","E","SI1",63.6,58,12581,7.44,7.38,4.71
"33300",0.5,"Very Good","E","VS1",62.7,56,1675,5.09,5.12,3.2
"33301",1,"Premium","D","VS1",62.7,60,8020,6.36,6.31,3.97
"33302",0.94,"Ideal","F","I1",61.5,55,2594,6.37,6.34,3.91
"33303",0.39,"Very Good","I","VVS2",63,56,787,4.62,4.68,2.93
"33304",1,"Ideal","H","VS2",61.2,60,6133,6.4,6.45,3.93
"33305",0.7,"Very Good","D","SI1",63.4,58,2734,5.63,5.66,3.58
"33306",0.35,"Very Good","D","VVS2",60,58,835,4.57,4.59,2.75
"33307",0.54,"Ideal","E","VS2",61.9,57,1847,5.23,5.2,3.23
"33308",0.51,"Ideal","F","SI1",61.2,56,1322,5.19,5.21,3.18
"33309",1.02,"Good","J","SI2",63.1,58,3298,6.34,6.38,4.01
"33310",1.01,"Very Good","G","VS1",62.8,58,6152,6.34,6.37,3.99
"33311",0.52,"Ideal","H","VVS1",61,56,1748,5.17,5.21,3.17
"33312",0.7,"Ideal","F","SI2",62.6,53,2011,5.72,5.69,3.57
"33313",0.3,"Premium","H","VS2",63,59,608,4.29,4.25,2.69
"33314",0.39,"Ideal","G","VVS2",62.1,56,886,4.67,4.7,2.91
"33315",0.7,"Good","G","VS1",63.5,61,2577,5.6,5.64,3.57
"33316",0.7,"Good","J","VS2",63.2,61,1843,5.59,5.62,3.54
"33317",0.51,"Ideal","H","VS1",62.6,57,1438,5.09,5.13,3.2
"33318",0.52,"Ideal","D","VS2",61.8,55,1822,5.16,5.19,3.2
"33319",1.13,"Premium","I","VS1",61.7,54,5316,6.74,6.71,4.15
"33320",0.4,"Good","J","VS1",63.2,57,631,4.7,4.73,2.98
"33321",0.32,"Very Good","F","VS2",61.2,58,602,4.38,4.41,2.69
"33322",2.68,"Very Good","I","I1",63.5,56,9665,8.81,8.77,5.58
"33323",2.17,"Good","H","SI2",58.9,62,16036,8.48,8.52,5.01
"33324",1.06,"Ideal","J","VS2",61.4,56,5459,6.55,6.6,4.04
"33325",0.53,"Premium","G","SI1",61.3,58,1273,5.22,5.19,3.19
"33326",0.9,"Very Good","E","SI1",61.5,62,4239,6.15,6.2,3.8
"33327",0.9,"Premium","F","SI2",60.1,59,3704,6.31,6.24,3.77
"33328",1.01,"Premium","E","VS2",62.9,58,6335,6.47,6.37,4.04
"33329",0.9,"Very Good","D","VS1",58.9,59,5195,6.22,6.31,3.69
"33330",1.54,"Ideal","G","SI2",61.7,56,9530,7.44,7.41,4.58
"33331",0.36,"Ideal","F","VVS1",61,55,1028,4.6,4.62,2.81
"33332",0.34,"Ideal","G","VS2",62,56,765,4.5,4.47,2.78
"33333",0.52,"Premium","D","VS2",60.9,58,1619,5.22,5.16,3.16
"33334",0.41,"Very Good","E","VS2",62.5,56,960,4.75,4.79,2.98
"33335",0.54,"Ideal","H","VS2",61.5,55,1453,5.25,5.28,3.24
"33336",1.03,"Premium","I","VS1",60.4,59,5104,6.57,6.51,3.95
"33337",0.72,"Premium","E","SI1",62.1,58,2831,5.73,5.76,3.57
"33338",0.26,"Ideal","G","SI1",61.8,55,377,4.08,4.11,2.53
"33339",0.52,"Good","H","VS2",63.6,57,1385,5.1,5.05,3.23
"33340",0.91,"Fair","D","SI1",65.2,57,3730,6.08,6.04,3.95
"33341",1.74,"Premium","H","SI2",62.1,59,10270,7.78,7.65,4.79
"33342",1,"Fair","H","SI2",67.7,60,2875,6.11,5.98,4.09
"33343",0.35,"Ideal","G","VVS2",61.8,55,820,4.53,4.56,2.81
"33344",0.4,"Premium","F","SI1",62.2,57,945,4.72,4.67,2.92
"33345",0.34,"Premium","H","SI1",60.2,58,612,4.52,4.48,2.71
"33346",1,"Very Good","F","VS2",58.7,62,5929,6.51,6.6,3.85
"33347",0.34,"Ideal","F","IF",62.3,54,985,4.48,4.51,2.8
"33348",2.01,"Fair","G","SI2",65.9,57,10887,7.85,7.78,5.15
"33349",0.56,"Premium","F","I1",62.6,60,953,5.3,5.15,3.27
"33350",1.28,"Good","H","SI2",63.6,56,5018,6.92,6.78,4.37
"33351",0.49,"Ideal","E","VS2",61.3,55,1609,5.11,5.13,3.14
"33352",1,"Fair","G","VS1",63.1,63,4630,6.38,6.29,4
"33353",0.5,"Very Good","F","VVS2",61.9,56,2003,5.09,5.12,3.16
"33354",0.9,"Ideal","F","SI1",62.5,57,4523,6.13,6.15,3.84
"33355",1.21,"Premium","F","VS1",61.6,59,9107,6.84,6.77,4.19
"33356",0.31,"Premium","G","VVS1",60.4,59,1046,4.41,4.37,2.65
"33357",0.4,"Very Good","E","VS2",62.2,58,912,4.67,4.72,2.92
"33358",0.26,"Very Good","E","VVS2",60.8,61,564,4.12,4.13,2.51
"33359",0.81,"Premium","I","VVS2",62.9,59,3084,5.95,5.84,3.71
"33360",0.83,"Ideal","E","SI1",62.7,57,3231,5.96,6.01,3.75
"33361",1.16,"Ideal","H","SI2",61.9,56,4797,6.73,6.77,4.18
"33362",0.43,"Premium","F","VS2",59.8,58,905,4.89,4.94,2.94
"33363",1.52,"Good","J","SI1",63.6,60,6897,7.21,7.25,4.6
"33364",0.4,"Ideal","D","VVS2",62.5,55,1010,4.73,4.77,2.97
"33365",0.37,"Premium","E","SI1",59.3,58,833,4.75,4.73,2.81
"33366",0.53,"Very Good","G","SI1",63.4,54,1161,5.09,5.13,3.24
"33367",1.51,"Very Good","I","SI2",60.6,60.2,7441,7.32,7.37,4.45
"33368",0.71,"Very Good","E","VS2",60.7,58,3217,5.73,5.81,3.5
"33369",0.9,"Premium","I","VS1",61,55,3720,6.29,6.27,3.83
"33370",0.4,"Ideal","J","SI1",61.2,56,820,4.77,4.81,2.93
"33371",1.51,"Good","H","VS1",59.9,61,10129,7.34,7.39,4.41
"33372",1.01,"Premium","I","VVS1",62,59,4989,6.39,6.32,3.94
"33373",0.74,"Ideal","I","VS1",60.8,57,2557,5.86,5.88,3.57
"33374",0.32,"Ideal","G","VS1",62.3,55,718,4.41,4.39,2.74
"33375",1.09,"Premium","H","SI1",61.6,57,5219,6.63,6.59,4.07
"33376",0.73,"Premium","F","SI2",58.3,58,2393,5.95,5.91,3.46
"33377",0.35,"Premium","J","VS1",62.4,58,949,5.67,5.64,3.53
"33378",0.3,"Very Good","E","VS2",62.8,56,658,4.28,4.32,2.7
"33379",0.59,"Ideal","E","SI2",62.5,57,1305,5.32,5.37,3.34
"33380",0.73,"Ideal","E","SI1",62.7,55,2852,5.7,5.79,3.6
"33381",0.41,"Ideal","F","VS1",60.6,57,1007,4.79,4.84,2.92
"33382",1.2,"Premium","J","SI1",60.7,60,4514,6.88,6.92,4.19
"33383",0.9,"Very Good","D","VS2",63.3,59,4981,6.12,6.17,3.89
"33384",0.32,"Premium","I","VS2",62.6,58,576,4.42,4.37,2.75
"33385",0.35,"Ideal","I","VS1",61.6,56,552,4.54,4.58,2.81
"33386",0.7,"Fair","H","VS1",59.6,66,2395,5.8,5.74,3.44
"33387",0.32,"Premium","G","VS2",62.1,60,720,4.39,4.34,2.71
"33388",0.35,"Ideal","E","SI2",61.4,56,491,4.51,4.55,2.78
"33389",1.58,"Premium","I","VS2",59.4,61,8583,7.66,7.63,4.54
"33390",0.7,"Ideal","I","VS2",62.2,55,2232,5.66,5.69,3.53
"33391",0.57,"Very Good","J","SI2",59.9,60,1235,5.36,5.43,3.23
"33392",0.52,"Premium","F","VS2",62.2,58,1720,5.17,5.12,3.2
"33393",0.3,"Ideal","G","VVS1",62,55,789,4.31,4.34,2.68
"33394",0.56,"Very Good","E","VS1",58.6,57,1742,5.43,5.46,3.19
"33395",0.32,"Ideal","E","VS1",61,57,898,4.4,4.42,2.69
"33396",1,"Very Good","D","VS2",59.8,60,7281,6.46,6.49,3.87
"33397",0.5,"Fair","G","VS1",65.7,63,1257,4.97,4.87,3.23
